relationship_id,source_record_id,source_entity_id,source_entity_name,relationship_type,target_entity_id,target_entity_name,context_snippet,confidence_score,extracted_date
RECORD-00022_REL_004,RECORD-00022,P0073,Donald Trump,Discusses,C0012,Flood the zone with shit,"Trump, or operators working on his behalf, flood the zone with shit and the media responds",0.9,2025-10-22
RECORD-00022_REL_005,RECORD-00022,P0094,Greg Sargent,Affiliated With,O0023,The Washington Post,the Washington Post’s Greg Sargent argued,1.0,2025-10-22
RECORD-00022_REL_006,RECORD-00022,P0005,Jay Rosen,Affiliated With,O0049,NYU,"Jay Rosen, a media critic and professor at NYU",1.0,2025-10-22
RECORD-00022_REL_007,RECORD-00022,P0005,Jay Rosen,Discusses,C0011,The journalist's code,You wrote recently that Trump has exposed the weaknesses in “the journalist’s code.”,0.9,2025-10-22
RECORD-00022_REL_008,RECORD-00022,P0095,Glenn Kessler,Affiliated With,O0023,The Washington Post,"Glenn Kessler, the Washington Post fact-checker",1.0,2025-10-22
RECORD-00022_REL_009,RECORD-00022,P0005,Jay Rosen,Originated By,C0014,Savvy style,I call it the savvy style in political journalism,1.0,2025-10-22
RECORD-00022_REL_010,RECORD-00022,P0097,Les Moonves,Affiliated With,O0419,CBS News,"the words of Les Moonves, the former CEO of CBS",1.0,2025-10-22
RECORD-00022_REL_011,RECORD-00022,P0098,Dean Baquet,Affiliated With,O0002,The New York Times,"Dean Baquet, the editor of the New York Times",1.0,2025-10-22
RECORD-00022_REL_012,RECORD-00022,P0099,Peter Baker,Affiliated With,O0002,The New York Times,those on the front lines like [the Times’s] Peter Baker,1.0,2025-10-22
RECORD-00022_REL_013,RECORD-00022,O0002,The New York Times,Mentions,P0073,Donald Trump,"big investigations of Donald Trump that they’ve done for five years, and to his taxes especially.",0.9,2025-10-22
RECORD-00022_REL_014,RECORD-00022,E0010,First presidential debate,Mentions,P0073,Donald Trump,President Donald Trump participates in the first debate against Joe Biden at Case Western Reserve University,0.9,2025-10-22
RECORD-00022_REL_015,RECORD-00022,E0010,First presidential debate,Mentions,P0086,Joe Biden,President Donald Trump participates in the first debate against Joe Biden at Case Western Reserve University,0.9,2025-10-22
RECORD-00022_REL_016,RECORD-00022,E0010,First presidential debate,Occurred At,L0007,Cleveland,"President Donald Trump participates in the first debate against Joe Biden at Case Western Reserve University on September 29, in Cleveland, Ohio.",0.9,2025-10-22
RECORD-00023_REL_001,RECORD-00023,O0045,Republican Party,Discusses,C0015,Journalism,The Republican Party conflict with honest journalism is structural.,0.8,2025-10-22
RECORD-00023_REL_002,RECORD-00023,O0045,Republican Party,Criticizes,O0050,The press,"To be its dwindling self, the GOP has to also be at war with the press, unless of course the press folds under pressure.",0.9,2025-10-22
RECORD-00023_REL_003,RECORD-00023,P0100,Ron Brownstein,Affiliated With,O0051,The Atlantic,Ron Brownstein sees the same thing I see. In his recent article on 'why the 2020s could be as dangerous as the 1850s',1.0,2025-10-22
RECORD-00023_REL_004,RECORD-00023,W0017,why the 2020s could be as dangerous as the 1850s,Published In,O0051,The Atlantic,In his recent article on 'why the 2020s could be as dangerous as the 1850s',1.0,2025-10-22
RECORD-00023_REL_005,RECORD-00023,P0101,Michael Madrid,Affiliated With,O0053,Lincoln Project,"the longtime Republican political consultant Michael Madrid, a co-founder of the anti-Trump Lincoln Project",1.0,2025-10-22
RECORD-00023_REL_006,RECORD-00023,P0073,Donald Trump,Affiliated With,O0045,Republican Party,With Trump solidifying the GOP’s transformation into a “white-identity party,0.8,2025-10-22
RECORD-00024_REL_001,RECORD-00024,P0005,Jay Rosen,Discusses,C0016,Political Journalism,Discusses the routines and assumptions of political journalism,0.9,2025-10-22
RECORD-00024_REL_002,RECORD-00024,P0005,Jay Rosen,Criticizes,O0045,Republican Party,One of them is going off in an anti-democratic direction,0.8,2025-10-22
RECORD-00024_REL_003,RECORD-00024,P0005,Jay Rosen,Mentions,P0073,Donald Trump,Erasure of common facts by figures like Trump,0.9,2025-10-22
RECORD-00024_REL_004,RECORD-00024,P0005,Jay Rosen,Discusses,C0017,Pro-democracy coverage,What a more pro-democracy coverage would look like,0.9,2025-10-22
RECORD-00024_REL_005,RECORD-00024,P0005,Jay Rosen,Discusses,C0018,Authoritarian news system,Trump had set up an authoritarian news system,0.9,2025-10-22
RECORD-00024_REL_006,RECORD-00024,P0005,Jay Rosen,Mentions,O0014,Fox News,The Foxes of the world as these pro-Trump megaphones,0.8,2025-10-22
RECORD-00024_REL_007,RECORD-00024,P0005,Jay Rosen,Expands On,C0019,Citizens' agenda approach,"close the gap with voters through some sort of citizens' agenda approach, which I've written about before",0.8,2025-10-22
RECORD-00024_REL_008,RECORD-00024,P0005,Jay Rosen,Discusses,C0020,Democratic backsliding,we have to know how far away from the disaster of a collapsed democracy are we... democratic backsliding progresses,0.8,2025-10-22
RECORD-00024_REL_009,RECORD-00024,O0014,Fox News,Supports,P0073,Donald Trump,The Foxes of the world as these pro-Trump megaphones,0.7,2025-10-22
RECORD-00025_REL_001,RECORD-00025,O0056,Deerfield Academy,Mentions,P0103,Annie Linskey,Deerfield Academy hosted Annie Linskey.,1.0,2025-10-22
RECORD-00025_REL_002,RECORD-00025,O0056,Deerfield Academy,Mentions,P0104,Meridith McGraw,Deerfield Academy hosted Meridith McGraw.,1.0,2025-10-22
RECORD-00025_REL_003,RECORD-00025,O0056,Deerfield Academy,Mentions,P0005,Jay Rosen,Deerfield Academy hosted Jay Rosen.,1.0,2025-10-22
RECORD-00025_REL_004,RECORD-00025,P0103,Annie Linskey,Affiliated With,O0057,The Wall Street Journal,Annie Linskey is a White House Reporter for the Wall Street Journal.,1.0,2025-10-22
RECORD-00025_REL_005,RECORD-00025,P0104,Meridith McGraw,Affiliated With,O0058,Politico,Meridith McGraw is a National Political Correspondent for Politico.,1.0,2025-10-22
RECORD-00025_REL_006,RECORD-00025,P0005,Jay Rosen,Affiliated With,O0049,NYU,Jay Rosen is a professor at New York University.,1.0,2025-10-22
RECORD-00025_REL_007,RECORD-00025,P0005,Jay Rosen,Discusses,C0021,Journalistic Bias,Rosen discussed bias in journalism.,0.9,2025-10-22
RECORD-00025_REL_008,RECORD-00025,P0103,Annie Linskey,Discusses,C0022,Misinformation,Linskey discussed misinformation.,0.8,2025-10-22
RECORD-00025_REL_009,RECORD-00025,P0104,Meridith McGraw,Discusses,C0023,Echo Chambers,McGraw discussed echo chambers.,0.8,2025-10-22
RECORD-00025_REL_010,RECORD-00025,O0056,Deerfield Academy,Discusses,E0008,2024 Presidential Election,Deerfield Forum discusses the 2024 Presidential Election,0.7,2025-10-22
RECORD-00025_REL_011,RECORD-00025,P0103,Annie Linskey,Mentions,P0086,Joe Biden,Linskey mentions Joe Biden's reelection bid.,0.9,2025-10-22
RECORD-00025_REL_012,RECORD-00025,P0103,Annie Linskey,Mentions,P0074,Kamala Harris,Linskey mentions Kamala Harris becoming the presumptive nominee.,0.9,2025-10-22
RECORD-00025_REL_013,RECORD-00025,P0104,Meridith McGraw,Mentions,P0073,Donald Trump,McGraw mentions the Trump campaign.,0.9,2025-10-22
RECORD-00025_REL_014,RECORD-00025,P0005,Jay Rosen,Discusses,C0025,Disinformation,Rosen closes with a discussion of disinformation.,0.9,2025-10-22
RECORD-00025_REL_015,RECORD-00025,P0005,Jay Rosen,Discusses,C0026,Factlessness,Rosen closes with a discussion of factlessness.,0.9,2025-10-22
RECORD-00025_REL_016,RECORD-00025,P0103,Annie Linskey,Discusses,C0024,Deepfakes,Linskey discusses Deepfakes,0.8,2025-10-22
RECORD-00026_REL_001,RECORD-00026,P0005,Jay Rosen,Affiliated With,O0049,NYU,"Jay Rosen, a professor of journalism at New York University",1.0,2025-10-22
RECORD-00026_REL_002,RECORD-00026,P0106,Rachel Maddow,Discusses,C0010,Verification in Reverse,"First, let me just ask you to tear me apart and tell me if you think there's anything that I'm fundamentally wrong about, or missing...",0.9,2025-10-22
RECORD-00026_REL_003,RECORD-00026,P0005,Jay Rosen,Discusses,C0010,Verification in Reverse,"Let me introduce you to ""verification in reverse,""",1.0,2025-10-22
RECORD-00026_REL_004,RECORD-00026,P0005,Jay Rosen,Criticizes,O0014,Fox News,"Fox isn't really a news network, because it doesn't believe in verification",0.9,2025-10-22
RECORD-00026_REL_005,RECORD-00026,P0005,Jay Rosen,Mentions,E0011,Dominion Lawsuit,That's why that case was so important—the Dominion case.,1.0,2025-10-22
RECORD-00026_REL_006,RECORD-00026,P0005,Jay Rosen,Discusses,E0012,"""Stop the Steal""","That's what ""Stop the Steal"" was all about.",1.0,2025-10-22
RECORD-00026_REL_007,RECORD-00026,P0073,Donald Trump,Mentions,O0045,Republican Party,"It's given us Trump once, and it may again",0.8,2025-10-22
RECORD-00026_REL_008,RECORD-00026,O0045,Republican Party,Mentions,O0059,Democratic Party,That's why the Democratic Party and the Republican Party no longer resemble each other.,0.8,2025-10-22
RECORD-00026_REL_009,RECORD-00026,P0005,Jay Rosen,Discusses,C0027,American Consensus,"there was the rise of the ""American Consensus,"" as historians call it, where the two parties roughly worked in the same way.",0.9,2025-10-22
RECORD-00026_REL_010,RECORD-00026,O0045,Republican Party,Mentions,O0060,Mainstream Media,needs to constantly attack the mainstream media and its picture of the real in order to create that power and momentum I talked about.,0.8,2025-10-22
RECORD-00026_REL_011,RECORD-00026,C0010,Verification in Reverse,Originated By,P0005,Jay Rosen,Jay Rosen introduces the concept of 'verification in reverse',0.8,2025-10-22
RECORD-00027_REL_001,RECORD-00027,P0107,Sherilyn Ifill,Discusses,C0005,Newsroom Religion,Ifill raised the idea that maybe these journalists simply can’t imagine a loss of democracy,0.9,2025-10-22
RECORD-00027_REL_002,RECORD-00027,P0109,Soledad O'Brien,Affiliated With,O0015,CNN,"Soledad O'Brien, the documentary filmmaker and former CNN anchor",1.0,2025-10-22
RECORD-00027_REL_003,RECORD-00027,P0110,Nikole Hannah-Jones,Affiliated With,O0063,Center for Journalism & Democracy,She now runs the Center for Journalism & Democracy at Howard University,1.0,2025-10-22
RECORD-00027_REL_004,RECORD-00027,P0110,Nikole Hannah-Jones,Affiliated With,O0062,Howard University,Center for Journalism & Democracy at Howard University,1.0,2025-10-22
RECORD-00027_REL_005,RECORD-00027,P0094,Greg Sargent,Affiliated With,O0023,The Washington Post,Greg Sargent...reported opinion column for the Washington Post,1.0,2025-10-22
RECORD-00027_REL_006,RECORD-00027,P0005,Jay Rosen,Affiliated With,O0049,NYU,"Jay Rosen, the NYU journalism professor",1.0,2025-10-22
RECORD-00027_REL_007,RECORD-00027,P0005,Jay Rosen,Originated By,C0004,View from Nowhere,"Jay Rosen, the NYU journalism professor who has coined many of the phrases that are central to progressive press criticism – the “view from nowhere",1.0,2025-10-22
RECORD-00027_REL_008,RECORD-00027,P0005,Jay Rosen,Originated By,C0014,Savvy style,Jay Rosen... the “savvy style“,1.0,2025-10-22
RECORD-00027_REL_009,RECORD-00027,O0002,The New York Times,Mentions,C0005,Newsroom Religion,garbage like a front-page New York Times story,0.8,2025-10-22
RECORD-00027_REL_010,RECORD-00027,P0108,Craig Newmark,Supports,C0006,Transparency,"Craig Newmark, the founder of Craigslist who has become a major philanthropist focusing on promoting trustworthy journalism",0.8,2025-10-22
RECORD-00027_REL_011,RECORD-00027,P0108,Craig Newmark,Affiliated With,O0061,Craigslist,"Craig Newmark, the founder of Craigslist",1.0,2025-10-22
RECORD-00028_REL_001,RECORD-00028,P0113,Ezra Klein,Affiliated With,O0002,The New York Times,Ezra Klein hosts a show for The New York Times.,1.0,2025-10-22
RECORD-00028_REL_002,RECORD-00028,P0114,Nicole Hemmer,Affiliated With,O0064,Columbia University,Nicole Hemmer is an associate research scholar at Columbia University.,1.0,2025-10-22
RECORD-00028_REL_004,RECORD-00028,P0005,Jay Rosen,Affiliated With,O0049,NYU,Jay Rosen is a professor of journalism at New York University.,1.0,2025-10-22
RECORD-00028_REL_005,RECORD-00028,P0005,Jay Rosen,Affiliated With,W0002,PressThink,Jay Rosen is the author of the blog PressThink,1.0,2025-10-22
RECORD-00028_REL_006,RECORD-00028,P0113,Ezra Klein,Discusses,P0005,Jay Rosen,Ezra Klein discusses media criticism with Jay Rosen.,0.9,2025-10-22
RECORD-00028_REL_007,RECORD-00028,P0113,Ezra Klein,Discusses,W0019,Build Back Better Act,Ezra Klein and Jay Rosen discuss coverage of the Build Back Better Act.,0.9,2025-10-22
RECORD-00028_REL_008,RECORD-00028,P0005,Jay Rosen,Discusses,C0031,Incremental Coverage,Jay Rosen discusses the problems of incremental coverage.,0.8,2025-10-22
RECORD-00028_REL_009,RECORD-00028,P0005,Jay Rosen,Criticizes,C0033,Centrist,Jay Rosen says 'moderate' and 'centrist' are ideology-soaked terms.,0.9,2025-10-22
RECORD-00028_REL_010,RECORD-00028,P0005,Jay Rosen,Discusses,C0014,Savvy style,Jay Rosen discusses the Savvy Style of journalism,0.9,2025-10-22
RECORD-00028_REL_011,RECORD-00028,P0005,Jay Rosen,Discusses,C0030,Both Sides Journalism,Jay Rosen and Ezra Klein discuss both sides journalism.,0.8,2025-10-22
RECORD-00028_REL_012,RECORD-00028,P0118,Charlie Warzel,Mentions,C0006,Transparency,Jay Rosen cites a line from technology writer Charlie Warzel.,0.8,2025-10-22
RECORD-00028_REL_013,RECORD-00028,P0005,Jay Rosen,Criticizes,P0073,Donald Trump,Jay Rosen talks about how Donald Trump exploited the newsworthiness criteria.,0.8,2025-10-22
RECORD-00029_REL_001,RECORD-00029,P0005,Jay Rosen,Discusses,E0009,2016 Presidential Election,I thought I would write down some of the precepts and maxims I have used to understand press behavior during this long and startling campaign season.,0.9,2025-10-22
RECORD-00029_REL_002,RECORD-00029,P0005,Jay Rosen,Discusses,P0073,Donald Trump,Donald Trump’s spectacular intervention has raised the stakes and altered the terms of the debate.,0.9,2025-10-22
RECORD-00029_REL_003,RECORD-00029,P0098,Dean Baquet,Affiliated With,O0002,The New York Times,"Dean Baquet, editor of the New York Times",1.0,2025-10-22
RECORD-00029_REL_004,RECORD-00029,P0005,Jay Rosen,Cites,W0020,Why Political Coverage is Broken,I tried to summarize the first 20 years of this tension in my 2011 lecture: Why Political Coverage is Broken.,1.0,2025-10-22
RECORD-00029_REL_005,RECORD-00029,P0098,Dean Baquet,Criticizes,P0073,Donald Trump,He’s been hugely challenging. I don’t think we’ve ever had somebody who in my time as a journalist so openly lies...,0.9,2025-10-22
RECORD-00029_REL_006,RECORD-00029,P0005,Jay Rosen,Discusses,C0004,View from Nowhere,"The image of two similar parties with warring philosophies that compete for tactical advantage also positions the mainstream press in a comfortable way: between partisan players as chronicler, questio",0.8,2025-10-22
RECORD-00029_REL_007,RECORD-00029,P0119,Thomas Mann,Affiliated With,W0021,It’s Even Worse Than It Looks,"This is the thesis that Thomas Mann and Norman Ornstein developed in their 2012 book, It’s Even Worse Than It Looks.",1.0,2025-10-22
RECORD-00029_REL_008,RECORD-00029,P0120,Norman Ornstein,Affiliated With,W0021,It’s Even Worse Than It Looks,"This is the thesis that Thomas Mann and Norman Ornstein developed in their 2012 book, It’s Even Worse Than It Looks.",1.0,2025-10-22
RECORD-00029_REL_009,RECORD-00029,P0121,Dan Balz,Affiliated With,O0023,The Washington Post,"Dan Balz of the Washington Post, probably the most respected figure in the political press, admitted that Mann and Ornstein were onto something.",1.0,2025-10-22
RECORD-00029_REL_010,RECORD-00029,P0005,Jay Rosen,Discusses,C0036,Asymmetry,Asymmetry is in many ways the story of the 2016 campaign. But it fries the circuits of the mainstream press.,0.9,2025-10-22
RECORD-00029_REL_011,RECORD-00029,O0015,CNN,Mentions,O0014,Fox News,"CNN, which sees itself as steering a middle course between Fox and MSNBC.",0.9,2025-10-22
RECORD-00029_REL_012,RECORD-00029,O0015,CNN,Mentions,O0071,MSNBC,"CNN, which sees itself as steering a middle course between Fox and MSNBC.",0.9,2025-10-22
RECORD-00029_REL_013,RECORD-00029,P0122,Corey Lewandowski,Affiliated With,O0015,CNN,CNN’s paid “contributors” like Corey Lewandowksi faithfully represent Trump...,1.0,2025-10-22
RECORD-00029_REL_014,RECORD-00029,P0123,Bryan Curtis,Affiliated With,O0072,The Ringer,(See Bryan Curtis in The Ringer for examples.),1.0,2025-10-22
RECORD-00029_REL_015,RECORD-00029,P0008,Josh Marshall,Affiliated With,O0073,Talking Points Memo,Josh Marshall of Talking Points Memo.,1.0,2025-10-22
RECORD-00029_REL_016,RECORD-00029,C0034,Technical Debt,Originated By,P0008,Josh Marshall,Technical debt (is Ward Cunningham’s concept.),1.0,2025-10-22
RECORD-00029_REL_017,RECORD-00029,P0126,Lester Holt,Affiliated With,O0065,NBC,If Donald Trump calls NBC’s Lester Holt a Democrat...,1.0,2025-10-22
RECORD-00030_REL_001,RECORD-00030,P0128,Dan Gillmor,Affiliated With,O0074,San Jose Mercury News,Dan Gillmor was a reporter for the San Jose Mercury News,1.0,2025-10-22
